LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,deficit_pc,Flag Codes,in_comparators,balance_pc,bal_05ya,bal_07ya,bal_10ya,min_05y,min_03y,min_05y_no_GFC,min_03y_no_GFC
DNK,GGNLEND,TOT,PC_GDP,A,2004,-2.0731728719999998,NA,TRUE,2.0731728719999998,-2.3733537516,-2.575397299142857,-2.0290861813,-2.0731728719999998,-2.0731728719999998,-2.0731728719999998,-2.0731728719999998
DNK,GGNLEND,TOT,PC_GDP,A,2005,-4.955030541,NA,TRUE,4.955030541,-3.3805227998,-2.8658764308571425,-1.5693275326999998,-4.955030541,-4.955030541,-4.955030541,-4.955030541
DNK,GGNLEND,TOT,PC_GDP,A,2006,-4.987100072,NA,TRUE,4.987100072,-4.0419339486,-2.468339958142857,-1.2496954504,-4.987100072,-4.987100072,-4.987100072,-4.987100072
DNK,GGNLEND,TOT,PC_GDP,A,2007,-5.020458128,NA,TRUE,5.020458128,-3.0676708897999996,-2.1001794065714283,-0.9021897219999999,-5.020458128,-5.020458128,-5.020458128,-5.020458128
DNK,GGNLEND,TOT,PC_GDP,A,2008,-3.17390813,NA,TRUE,3.17390813,-1.5346104865999997,-1.5103309084285712,-0.7919397646,-5.020458128,-5.020458128,-5.020458128,-5.020458128
DNK,GGNLEND,TOT,PC_GDP,A,2014,-1.144427653,NA,TRUE,1.144427653,1.0034561292000002,0.7552551101428572,0.3525158938999999,-1.144427653,-1.144427653,-5.020458128,-5.020458128
DNK,GGNLEND,TOT,PC_GDP,A,2015,1.329629842,NA,TRUE,-1.329629842,-0.05188504819999988,0.36283506614285715,NA,-1.144427653,-1.144427653,-5.020458128,-3.17390813
DNK,GGNLEND,TOT,PC_GDP,A,2016,0.105986872,NA,TRUE,-0.105986872,-0.4372492243999998,-0.6759033639999998,NA,-1.144427653,-1.144427653,-5.020458128,-1.144427653
DNK,GGNLEND,TOT,PC_GDP,A,2017,-1.78626149,NA,TRUE,1.78626149,-0.9645086165999999,NA,NA,-1.78626149,-1.78626149,-3.17390813,-1.78626149
DNK,GGNLEND,TOT,PC_GDP,A,2018,-0.691173693,NA,TRUE,0.691173693,NA,NA,NA,-1.78626149,-1.78626149,-1.78626149,-1.78626149
DNK,GGNLEND,TOT,PC_GDP,A,2019,-3.780724614,NA,TRUE,3.780724614,NA,NA,NA,-3.780724614,-3.780724614,-3.780724614,-3.780724614
FIN,GGNLEND,TOT,PC_GDP,A,1975,-4.93015731,E,FALSE,4.93015731,NA,NA,NA,NA,NA,NA,NA
FIN,GGNLEND,TOT,PC_GDP,A,1976,-7.609063483,E,FALSE,7.609063483,NA,NA,NA,NA,NA,NA,NA
FIN,GGNLEND,TOT,PC_GDP,A,1977,-6.254731276,E,FALSE,6.254731276,-5.2040326088,NA,NA,NA,-7.609063483,NA,-7.609063483
FIN,GGNLEND,TOT,PC_GDP,A,1978,-3.82755814,E,FALSE,3.82755814,-4.9584117598,-4.975571644857142,NA,NA,-7.609063483,NA,-7.609063483
FIN,GGNLEND,TOT,PC_GDP,A,1979,-3.398652835,E,FALSE,3.398652835,-4.4579561442,-4.707481212857142,-4.2629368932,-7.609063483,-6.254731276,-7.609063483,-6.254731276
FIN,GGNLEND,TOT,PC_GDP,A,1980,-3.702053065,NA,FALSE,3.702053065,-3.8177147462,-3.8373665745714285,-4.1035120284,-7.609063483,-3.82755814,-7.609063483,-3.82755814
FIN,GGNLEND,TOT,PC_GDP,A,1981,-5.106785405,NA,FALSE,5.106785405,-3.3558553212,-3.4050595518571427,-3.7254235386,-6.254731276,-5.106785405,-6.254731276,-5.106785405
FIN,GGNLEND,TOT,PC_GDP,A,1982,-3.053524286,NA,FALSE,3.053524286,-3.3218411776000005,-3.334823912142857,-3.2625412314999997,-5.106785405,-5.106785405,-5.106785405,-5.106785405
FIN,GGNLEND,TOT,PC_GDP,A,1983,-1.518261015,NA,FALSE,1.518261015,-3.248612297,-3.3961847335714284,-3.3890199365,-5.106785405,-5.106785405,-5.106785405,-5.106785405
FIN,GGNLEND,TOT,PC_GDP,A,1984,-3.228582117,NA,FALSE,3.228582117,-2.992890933,-3.0995926107142853,-3.7221005960999998,-5.106785405,-3.228582117,-5.106785405,-3.228582117
FIN,GGNLEND,TOT,PC_GDP,A,1985,-3.335908662,NA,FALSE,3.335908662,-2.7073677168,-3.0975297228571423,-3.8836733433999995,-5.106785405,-3.335908662,-5.106785405,-3.335908662
FIN,GGNLEND,TOT,PC_GDP,A,1986,-3.828178585,NA,FALSE,3.828178585,-3.4221845518,-3.622663315,-3.2825449702999996,-3.828178585,-3.828178585,-3.828178585,-3.828178585
FIN,GGNLEND,TOT,PC_GDP,A,1987,-1.625908205,NA,FALSE,1.625908205,-4.1223600146,-4.165451818285714,-2.4444143577,-3.828178585,-3.828178585,-3.828178585,-3.828178585
FIN,GGNLEND,TOT,PC_GDP,A,1988,-5.09234519,NA,FALSE,5.09234519,-4.5187343898000005,-3.5750117549999993,-1.4840289618999998,-5.09234519,-5.09234519,-5.09234519,-5.09234519
FIN,GGNLEND,TOT,PC_GDP,A,1989,-6.729459431,NA,FALSE,6.729459431,-3.5721990075999996,-2.337341683285714,-0.5115768152999998,-6.729459431,-6.729459431,-6.729459431,-6.729459431
FIN,GGNLEND,TOT,PC_GDP,A,1990,-5.317780538,NA,FALSE,5.317780538,-2.1814609986,-0.6353743221428569,0.4145111843000002,-6.729459431,-6.729459431,-6.729459431,-6.729459431
FIN,GGNLEND,TOT,PC_GDP,A,1991,0.904498326,NA,FALSE,-0.904498326,0.45412662799999987,0.5248896141428574,1.1219668375,-6.729459431,-6.729459431,-6.729459431,-6.729459431
FIN,GGNLEND,TOT,PC_GDP,A,1992,5.32778184,NA,FALSE,-5.32778184,3.099206384,2.098791974714286,1.4060301282,-6.729459431,-5.317780538,-6.729459431,-5.317780538
FIN,GGNLEND,TOT,PC_GDP,A,1993,8.085592943,NA,FALSE,-8.085592943,5.3477567584,3.5239116001428576,1.7514118657000002,-6.729459431,0.904498326,-6.729459431,0.904498326
FIN,GGNLEND,TOT,PC_GDP,A,1994,6.495939349,NA,FALSE,-6.495939349,5.8161326826,4.457126634428572,2.2576333611000003,-5.317780538,5.32778184,-5.317780538,5.32778184
FIN,GGNLEND,TOT,PC_GDP,A,1995,5.924971334,NA,FALSE,-5.924971334,4.993521254999999,4.093837185714286,2.1040652605,0.904498326,5.924971334,0.904498326,5.924971334
FIN,GGNLEND,TOT,PC_GDP,A,1996,3.246377947,NA,FALSE,-3.246377947,3.0486971034,3.0945477118571434,1.5159939438000003,3.246377947,3.246377947,3.246377947,3.246377947
FIN,GGNLEND,TOT,PC_GDP,A,1997,1.214724702,NA,FALSE,-1.214724702,1.4160603381999999,0.9603970708571433,0.5775209468000002,1.214724702,1.214724702,1.214724702,1.214724702
FIN,GGNLEND,TOT,PC_GDP,A,1998,-1.638527815,NA,FALSE,1.638527815,-1.1396262374000004,-0.678482099142857,-0.47341226759999977,-1.638527815,-1.638527815,-1.638527815,-1.638527815
FIN,GGNLEND,TOT,PC_GDP,A,1999,-1.667244477,NA,FALSE,1.667244477,-2.7841447950000004,-2.104470594,-1.3439714451999998,-1.667244477,-1.667244477,-1.667244477,-1.667244477
FIN,GGNLEND,TOT,PC_GDP,A,2000,-6.853461544,NA,FALSE,6.853461544,-3.8384793614,-2.9144873294285714,-2.2016382640999996,-6.853461544,-6.853461544,-6.853461544,-6.853461544
FIN,GGNLEND,TOT,PC_GDP,A,2001,-4.976214841,NA,FALSE,4.976214841,-3.9955216386000005,-3.4036840621428572,-2.9233911041999994,-6.853461544,-6.853461544,-6.853461544,-6.853461544
FIN,GGNLEND,TOT,PC_GDP,A,2002,-4.05694813,NA,FALSE,4.05694813,-4.104003228600001,-3.548422496428571,-3.5556829381,-6.853461544,-6.853461544,-6.853461544,-6.853461544
FIN,GGNLEND,TOT,PC_GDP,A,2003,-2.423739201,NA,FALSE,2.423739201,-3.2636502908000002,-3.8775519217142858,-3.8095070412999994,-6.853461544,-4.976214841,-6.853461544,-4.976214841
FIN,GGNLEND,TOT,PC_GDP,A,2004,-2.209652427,NA,FALSE,2.209652427,-3.0626374134,-3.6282279349999995,-3.3943603362999992,-6.853461544,-4.05694813,-6.853461544,-4.05694813
FIN,GGNLEND,TOT,PC_GDP,A,2005,-2.651696855,NA,FALSE,2.651696855,-3.2728865148000006,-3.5140213644285714,-2.4556430759,-4.976214841,-2.651696855,-4.976214841,-2.651696855
FIN,GGNLEND,TOT,PC_GDP,A,2006,-3.971150454,NA,FALSE,3.971150454,-3.623492444,-2.5795684068571427,-1.8561013703999998,-4.05694813,-3.971150454,-4.05694813,-3.971150454
FIN,GGNLEND,TOT,PC_GDP,A,2007,-5.108193637,NA,FALSE,5.108193637,-2.6847174440000003,-1.8713612267142854,-1.2348243510999997,-5.108193637,-5.108193637,-5.108193637,-5.108193637
FIN,GGNLEND,TOT,PC_GDP,A,2008,-4.176768847,NA,FALSE,4.176768847,-1.6476358610000006,-1.4100962779999997,-0.7399555821999997,-5.108193637,-5.108193637,-5.108193637,-5.108193637
FIN,GGNLEND,TOT,PC_GDP,A,2014,2.98747686,NA,FALSE,-2.98747686,2.3583859877999993,1.922579735714286,1.7858426948000001,1.019202214,2.155822063,-5.108193637,-5.108193637
FIN,GGNLEND,TOT,PC_GDP,A,2015,2.425432268,NA,FALSE,-2.425432268,2.0566067745999996,1.9035174371428574,NA,1.019202214,2.425432268,-5.108193637,-4.176768847
FIN,GGNLEND,TOT,PC_GDP,A,2016,1.69825026,NA,FALSE,-1.69825026,1.7287703017999996,1.7356702301428573,NA,1.69825026,1.69825026,-5.108193637,1.69825026
FIN,GGNLEND,TOT,PC_GDP,A,2017,0.646925997,NA,FALSE,-0.646925997,1.3274532525999994,NA,NA,0.646925997,0.646925997,-4.176768847,0.646925997
FIN,GGNLEND,TOT,PC_GDP,A,2018,0.885766124,NA,FALSE,-0.885766124,NA,NA,NA,0.646925997,0.646925997,0.646925997,0.646925997
FIN,GGNLEND,TOT,PC_GDP,A,2019,0.980891614,NA,FALSE,-0.980891614,NA,NA,NA,0.646925997,0.646925997,0.646925997,0.646925997
FRA,GGNLEND,TOT,PC_GDP,A,1978,1.796824577,NA,FALSE,-1.796824577,NA,NA,NA,NA,NA,NA,NA
FRA,GGNLEND,TOT,PC_GDP,A,1979,0.482157656,NA,FALSE,-0.482157656,NA,NA,NA,NA,NA,NA,NA
FRA,GGNLEND,TOT,PC_GDP,A,1980,0.428536645,NA,FALSE,-0.428536645,1.5903907978,NA,NA,NA,0.428536645,NA,0.428536645
FRA,GGNLEND,TOT,PC_GDP,A,1981,2.40752179,NA,FALSE,-2.40752179,1.7391794598,1.8898105248571428,NA,NA,0.428536645,NA,0.428536645
FRA,GGNLEND,TOT,PC_GDP,A,1982,2.836913321,NA,FALSE,-2.836913321,2.1899382881999996,2.057758396285714,2.1412838887,0.428536645,0.428536645,0.428536645,0.428536645
FRA,GGNLEND,TOT,PC_GDP,A,1983,2.540767887,NA,FALSE,-2.540767887,2.6987228946,2.4456520448571424,2.2180391238999997,0.428536645,2.40752179,0.428536645,2.40752179
FRA,GGNLEND,TOT,PC_GDP,A,1984,2.735951798,NA,FALSE,-2.735951798,2.8567011758,2.6721885727142856,2.3480464626,0.428536645,2.540767887,0.428536645,2.540767887
FRA,GGNLEND,TOT,PC_GDP,A,1985,2.972459677,NA,FALSE,-2.972459677,2.6921769796,2.6945964497142856,2.5485898591,2.40752179,2.540767887,2.40752179,2.540767887
FRA,GGNLEND,TOT,PC_GDP,A,1986,3.197413196,NA,FALSE,-3.197413196,2.6968987879999995,2.5439275528571423,2.5941421305,2.540767887,2.735951798,2.540767887,2.735951798
FRA,GGNLEND,TOT,PC_GDP,A,1987,2.01429234,NA,FALSE,-2.01429234,2.506154637,2.528670799,2.7705726569999998,2.01429234,2.01429234,2.01429234,2.01429234
FRA,GGNLEND,TOT,PC_GDP,A,1988,2.564376929,NA,FALSE,-2.564376929,2.3984568235999997,2.5468268998571424,3.1523753168999997,2.01429234,2.01429234,2.01429234,2.01429234
FRA,GGNLEND,TOT,PC_GDP,A,1989,1.782231043,NA,FALSE,-1.782231043,2.3315830851999997,2.779506744,3.4210700732,1.782231043,1.782231043,1.782231043,1.782231043
FRA,GGNLEND,TOT,PC_GDP,A,1990,2.43397061,NA,FALSE,-2.43397061,2.8489683344,3.231132642571428,3.634678405,1.782231043,1.782231043,1.782231043,1.782231043
FRA,GGNLEND,TOT,PC_GDP,A,1991,2.863044504,NA,FALSE,-2.863044504,3.6078518458,3.7180765027142857,3.7055250275999994,1.782231043,1.782231043,1.782231043,1.782231043
FRA,GGNLEND,TOT,PC_GDP,A,1992,4.601218586,NA,FALSE,-4.601218586,4.3359855093999995,4.081528797857143,3.8693792105999996,1.782231043,2.43397061,1.782231043,2.43397061
FRA,GGNLEND,TOT,PC_GDP,A,1993,6.358794486,NA,FALSE,-6.358794486,4.8708999863999995,4.384907137714285,3.8507852571999996,1.782231043,2.863044504,1.782231043,2.863044504
FRA,GGNLEND,TOT,PC_GDP,A,1994,5.422899361,NA,FALSE,-5.422899361,5.07946697,4.559030503428572,3.8328549154,2.43397061,4.601218586,2.43397061,4.601218586
FRA,GGNLEND,TOT,PC_GDP,A,1995,5.108542995,NA,FALSE,-5.108542995,4.8897900868,4.489800916428572,3.7213001224999998,2.863044504,5.108542995,2.863044504,5.108542995
FRA,GGNLEND,TOT,PC_GDP,A,1996,3.905879422,NA,FALSE,-3.905879422,4.093718668599999,4.061473636285714,3.5729231198,3.905879422,3.905879422,3.905879422,3.905879422
FRA,GGNLEND,TOT,PC_GDP,A,1997,3.65283417,NA,FALSE,-3.65283417,3.3297243213999996,3.341420521285714,3.4288302541999998,3.65283417,3.65283417,3.65283417,3.65283417
FRA,GGNLEND,TOT,PC_GDP,A,1998,2.378437395,NA,FALSE,-2.378437395,2.5717002586,2.7637598235714287,3.1945045266000003,2.378437395,2.378437395,2.378437395,2.378437395
FRA,GGNLEND,TOT,PC_GDP,A,1999,1.602927625,NA,FALSE,-1.602927625,2.0663792696,2.485437957142857,3.0112716198,1.602927625,1.602927625,1.602927625,1.602927625
FRA,GGNLEND,TOT,PC_GDP,A,2000,1.318422681,NA,FALSE,-1.318422681,1.9678704216,2.5011033554285715,2.83597331,1.318422681,1.318422681,1.318422681,1.318422681
FRA,GGNLEND,TOT,PC_GDP,A,2001,1.379274477,NA,FALSE,-1.379274477,2.2952903846,2.492208515857143,2.6897539286,1.318422681,1.318422681,1.318422681,1.318422681
FRA,GGNLEND,TOT,PC_GDP,A,2002,3.16028993,NA,FALSE,-3.16028993,2.6928189181999995,2.631797444714286,2.5881001321,1.318422681,1.318422681,1.318422681,1.318422681
FRA,GGNLEND,TOT,PC_GDP,A,2003,4.01553721,NA,FALSE,-4.01553721,3.1002463614,2.751905728,2.6766298756,1.318422681,1.379274477,1.318422681,1.379274477
FRA,GGNLEND,TOT,PC_GDP,A,2004,3.590570293,NA,FALSE,-3.590570293,3.3131285876,2.940173374285714,3.2338150182,1.318422681,3.16028993,1.318422681,3.16028993
FRA,GGNLEND,TOT,PC_GDP,A,2005,3.355559897,NA,FALSE,-3.355559897,3.2083298426,3.209381996142857,3.7906449174000003,1.379274477,3.355559897,1.379274477,3.355559897
FRA,GGNLEND,TOT,PC_GDP,A,2006,2.443685608,NA,FALSE,-2.443685608,3.0579693666,3.782880442,4.1681935578000004,2.443685608,2.443685608,2.443685608,2.443685608
FRA,GGNLEND,TOT,PC_GDP,A,2007,2.636296205,NA,FALSE,-2.636296205,3.7748111182,4.193049651,4.3502629982,2.443685608,2.443685608,2.443685608,2.443685608
FRA,GGNLEND,TOT,PC_GDP,A,2008,3.26373483,NA,FALSE,-3.26373483,4.4810434734,4.416505449285714,4.3571187295,2.443685608,2.443685608,2.443685608,2.443685608
FRA,GGNLEND,TOT,PC_GDP,A,2014,3.904659346,NA,FALSE,-3.904659346,4.0464338542,4.0493353207142855,4.0532733685,3.904659346,3.904659346,2.443685608,2.636296205
FRA,GGNLEND,TOT,PC_GDP,A,2015,3.62517467,NA,FALSE,-3.62517467,3.6419204059999997,3.6402306224285716,NA,3.62517467,3.62517467,2.443685608,3.26373483
FRA,GGNLEND,TOT,PC_GDP,A,2016,3.637256398,NA,FALSE,-3.637256398,3.2833070999999996,3.3586095424285713,NA,3.62517467,3.62517467,2.636296205,3.62517467
FRA,GGNLEND,TOT,PC_GDP,A,2017,2.958417093,NA,FALSE,-2.958417093,3.1043025856,NA,NA,2.958417093,2.958417093,2.958417093,2.958417093
FRA,GGNLEND,TOT,PC_GDP,A,2018,2.291027993,E,FALSE,-2.291027993,NA,NA,NA,2.291027993,2.291027993,2.291027993,2.291027993
FRA,GGNLEND,TOT,PC_GDP,A,2019,3.009636774,E,FALSE,-3.009636774,NA,NA,NA,2.291027993,2.291027993,2.291027993,2.291027993
DEU,GGNLEND,TOT,PC_GDP,A,1995,9.432231435,NA,FALSE,-9.432231435,NA,NA,NA,NA,NA,NA,NA
DEU,GGNLEND,TOT,PC_GDP,A,1996,3.570402523,NA,FALSE,-3.570402523,NA,NA,NA,NA,NA,NA,NA
DEU,GGNLEND,TOT,PC_GDP,A,1997,2.942100298,NA,FALSE,-2.942100298,4.0461694692000005,NA,NA,NA,2.942100298,NA,2.942100298
DEU,GGNLEND,TOT,PC_GDP,A,1998,2.566892704,NA,FALSE,-2.566892704,2.4766560774000004,3.5487080989999997,NA,NA,2.566892704,NA,2.566892704
DEU,GGNLEND,TOT,PC_GDP,A,1999,1.719220386,NA,FALSE,-1.719220386,2.3676645470000004,2.7548169191428573,3.5754309329000002,1.719220386,1.719220386,1.719220386,1.719220386
DEU,GGNLEND,TOT,PC_GDP,A,2000,1.584664476,NA,FALSE,-1.584664476,2.5542431226,2.773930999857143,2.9641514509,1.584664476,1.584664476,1.584664476,1.584664476
DEU,GGNLEND,TOT,PC_GDP,A,2001,3.025444871,NA,FALSE,-3.025444871,2.7817047994000004,2.829939296142857,2.7724264082000003,1.584664476,1.584664476,1.584664476,1.584664476
DEU,GGNLEND,TOT,PC_GDP,A,2002,3.874993176,NA,FALSE,-3.874993176,3.1046923966,2.9374455691428567,2.4521276824,1.584664476,1.584664476,1.584664476,1.584664476
DEU,GGNLEND,TOT,PC_GDP,A,2003,3.704201088,NA,FALSE,-3.704201088,3.4516468244,2.9280072419999996,2.2070740359000003,1.584664476,3.025444871,1.584664476,3.025444871
DEU,GGNLEND,TOT,PC_GDP,A,2004,3.334158372,NA,FALSE,-3.334158372,3.1771882694,2.664357036857143,2.3502031272,1.584664476,3.334158372,1.584664476,3.334158372
DEU,GGNLEND,TOT,PC_GDP,A,2005,3.319436615,NA,FALSE,-3.319436615,2.3500122422000005,2.2487729465714286,2.6296012873000003,3.025444871,3.319436615,3.025444871,3.319436615
DEU,GGNLEND,TOT,PC_GDP,A,2006,1.653152096,NA,FALSE,-1.653152096,1.6324432724000002,2.1452755355714284,2.4151966597000003,1.653152096,1.653152096,1.653152096,1.653152096
DEU,GGNLEND,TOT,PC_GDP,A,2007,-0.26088696,NA,FALSE,0.26088696,1.5957138578000003,2.2416248197142856,2.0267648427,-0.26088696,-0.26088696,-0.26088696,-0.26088696
DEU,GGNLEND,TOT,PC_GDP,A,2008,0.116356239,NA,FALSE,-0.116356239,1.8075557502000001,1.8912305658571427,1.6523466547,-0.26088696,-0.26088696,-0.26088696,-0.26088696
DEU,GGNLEND,TOT,PC_GDP,A,2014,-0.579552713,NA,FALSE,0.579552713,-0.5499521683999997,-0.4614658891428572,-0.22095385939999979,-0.579552713,-0.579552713,-0.579552713,-0.579552713
DEU,GGNLEND,TOT,PC_GDP,A,2015,-0.960550926,NA,FALSE,0.960550926,-0.8204669649999998,-0.8497563992857143,NA,-0.960550926,-0.960550926,-0.960550926,-0.960550926
DEU,GGNLEND,TOT,PC_GDP,A,2016,-1.160351417,NA,FALSE,1.160351417,-1.1797978018,-1.0657511817142857,NA,-1.160351417,-1.160351417,-1.160351417,-1.160351417
DEU,GGNLEND,TOT,PC_GDP,A,2017,-1.361898977,NA,FALSE,1.361898977,-1.3681449533999999,NA,NA,-1.361898977,-1.361898977,-1.361898977,-1.361898977
DEU,GGNLEND,TOT,PC_GDP,A,2018,-1.836634976,NA,FALSE,1.836634976,NA,NA,NA,-1.836634976,-1.836634976,-1.836634976,-1.836634976
DEU,GGNLEND,TOT,PC_GDP,A,2019,-1.521288471,NA,FALSE,1.521288471,NA,NA,NA,-1.836634976,-1.836634976,-1.836634976,-1.836634976
GRC,GGNLEND,TOT,PC_GDP,A,1995,9.730979547,NA,FALSE,-9.730979547,NA,NA,NA,NA,NA,NA,NA
GRC,GGNLEND,TOT,PC_GDP,A,1996,8.15826266,NA,FALSE,-8.15826266,NA,NA,NA,NA,NA,NA,NA
GRC,GGNLEND,TOT,PC_GDP,A,1997,6.056026225,NA,FALSE,-6.056026225,7.201432930600001,NA,NA,NA,6.056026225,NA,6.056026225
GRC,GGNLEND,TOT,PC_GDP,A,1998,6.268433569,NA,FALSE,-6.268433569,6.067854461200001,6.505186799714286,NA,NA,6.056026225,NA,6.056026225
GRC,GGNLEND,TOT,PC_GDP,A,1999,5.793462652,NA,FALSE,-5.793462652,5.529413078200001,5.9756290917142865,6.8218686412,5.793462652,5.793462652,5.793462652,5.793462652
GRC,GGNLEND,TOT,PC_GDP,A,2000,4.0630872,NA,FALSE,-4.0630872,5.523022951400001,5.928794919142858,6.467564951999999,4.0630872,4.0630872,4.0630872,4.0630872
GRC,GGNLEND,TOT,PC_GDP,A,2001,5.466055745,NA,FALSE,-5.466055745,5.8354209280000005,6.324773997142857,6.246336443999999,4.0630872,4.0630872,4.0630872,4.0630872
GRC,GGNLEND,TOT,PC_GDP,A,2002,6.024075591,NA,FALSE,-6.024075591,6.4423043518,6.313275295142857,6.3114412849,4.0630872,4.0630872,4.0630872,4.0630872
GRC,GGNLEND,TOT,PC_GDP,A,2003,7.830423452,NA,FALSE,-7.830423452,6.8672754428000005,6.335063142,6.702200322,4.0630872,5.466055745,4.0630872,5.466055745
GRC,GGNLEND,TOT,PC_GDP,A,2004,8.827879771,NA,FALSE,-8.827879771,6.9632598098,6.712775632571429,7.6376255217999995,4.0630872,6.024075591,4.0630872,6.024075591
GRC,GGNLEND,TOT,PC_GDP,A,2005,6.187942655,NA,FALSE,-6.187942655,7.099859618400001,7.385628231857142,8.3605576008,5.466055745,6.187942655,5.466055745,6.187942655
GRC,GGNLEND,TOT,PC_GDP,A,2006,5.94597758,NA,FALSE,-5.94597758,7.568979716000001,8.689005240285713,8.860638674299999,5.94597758,5.94597758,5.94597758,5.94597758
GRC,GGNLEND,TOT,PC_GDP,A,2007,6.707074634,NA,FALSE,-6.707074634,8.8329466918,9.183574459999999,9.158019614599999,5.94597758,5.94597758,5.94597758,5.94597758
GRC,GGNLEND,TOT,PC_GDP,A,2008,10.17602394,NA,FALSE,-10.17602394,9.853839758800001,9.417715418428571,9.6980743334,5.94597758,5.94597758,5.94597758,5.94597758
GRC,GGNLEND,TOT,PC_GDP,A,2014,3.584448999,NA,FALSE,-3.584448999,6.184159587400002,5.808577173000001,4.940648739699999,3.584448999,3.584448999,3.584448999,3.584448999
GRC,GGNLEND,TOT,PC_GDP,A,2015,5.651006072,NA,FALSE,-5.651006072,4.239057747400001,4.167454641571429,NA,3.584448999,3.584448999,3.584448999,3.584448999
GRC,GGNLEND,TOT,PC_GDP,A,2016,-0.543512768,NA,FALSE,0.543512768,1.388665371400001,2.664189704714286,NA,-0.543512768,-0.543512768,-0.543512768,-0.543512768
GRC,GGNLEND,TOT,PC_GDP,A,2017,-0.727624206,NA,FALSE,0.727624206,0.36678165880000096,NA,NA,-0.727624206,-0.727624206,-0.727624206,-0.727624206
GRC,GGNLEND,TOT,PC_GDP,A,2018,-1.02099124,E,FALSE,1.02099124,NA,NA,NA,-1.02099124,-1.02099124,-1.02099124,-1.02099124
GRC,GGNLEND,TOT,PC_GDP,A,2019,-1.524969564,E,FALSE,1.524969564,NA,NA,NA,-1.524969564,-1.524969564,-1.524969564,-1.524969564
HUN,GGNLEND,TOT,PC_GDP,A,1995,8.598951458,NA,FALSE,-8.598951458,NA,NA,NA,NA,NA,NA,NA
HUN,GGNLEND,TOT,PC_GDP,A,1996,4.376420274,NA,FALSE,-4.376420274,NA,NA,NA,NA,NA,NA,NA
HUN,GGNLEND,TOT,PC_GDP,A,1997,5.550687754,NA,FALSE,-5.550687754,6.2454041306,NA,NA,NA,4.376420274,NA,4.376420274
HUN,GGNLEND,TOT,PC_GDP,A,1998,7.424333259,NA,FALSE,-7.424333259,5.1338912610000005,5.4668300442857145,NA,NA,4.376420274,NA,4.376420274
HUN,GGNLEND,TOT,PC_GDP,A,1999,5.276627908,NA,FALSE,-5.276627908,5.0584877156,5.4952246488571435,6.0847968527,4.376420274,5.276627908,4.376420274,5.276627908
HUN,GGNLEND,TOT,PC_GDP,A,2000,3.04138711,NA,FALSE,-3.04138711,5.7078929028,5.895971500428572,6.004370615099999,3.04138711,3.04138711,3.04138711,3.04138711
HUN,GGNLEND,TOT,PC_GDP,A,2001,3.999402547,NA,FALSE,-3.999402547,5.659355897999999,6.0459870058571425,6.493814161,3.04138711,3.04138711,3.04138711,3.04138711
HUN,GGNLEND,TOT,PC_GDP,A,2002,8.79771369,NA,FALSE,-8.79771369,5.924189574800001,6.098894980571429,6.447847449399999,3.04138711,3.04138711,3.04138711,3.04138711
HUN,GGNLEND,TOT,PC_GDP,A,2003,7.181648235,NA,FALSE,-7.181648235,6.8748499692,6.669498955571428,6.0841249208,3.04138711,3.999402547,3.04138711,3.999402547
HUN,GGNLEND,TOT,PC_GDP,A,2004,6.600796292,NA,FALSE,-6.600796292,7.9291406064,6.962303745285714,6.0325613934,3.04138711,6.600796292,3.04138711,6.600796292
HUN,GGNLEND,TOT,PC_GDP,A,2005,7.794689082,NA,FALSE,-7.794689082,7.187801996,6.931975949,6.1719825321999995,3.999402547,6.600796292,3.999402547,6.600796292
HUN,GGNLEND,TOT,PC_GDP,A,2006,9.270855733,NA,FALSE,-9.270855733,6.5088939436,6.355301512428572,6.2938526902,6.600796292,6.600796292,6.600796292,6.600796292
HUN,GGNLEND,TOT,PC_GDP,A,2007,5.091020638,NA,FALSE,-5.091020638,6.140933211999999,5.963008692857143,5.647130552599999,5.091020638,5.091020638,5.091020638,5.091020638
HUN,GGNLEND,TOT,PC_GDP,A,2008,3.787107973,NA,FALSE,-3.787107973,5.4691150952,5.765481240714286,5.1892369589,3.787107973,3.787107973,3.787107973,3.787107973
HUN,GGNLEND,TOT,PC_GDP,A,2014,2.780139336,NA,FALSE,-2.780139336,2.3035470816,2.738164759285714,2.7792093737999997,2.330492314,2.330492314,2.780139336,2.780139336
HUN,GGNLEND,TOT,PC_GDP,A,2015,2.005597998,NA,FALSE,-2.005597998,2.3237113748,2.2950309410000003,NA,2.005597998,2.005597998,2.005597998,2.005597998
HUN,GGNLEND,TOT,PC_GDP,A,2016,1.798793462,NA,FALSE,-1.798793462,2.226402395,2.258271257,NA,1.798793462,1.798793462,1.798793462,1.798793462
HUN,GGNLEND,TOT,PC_GDP,A,2017,2.43131378,NA,FALSE,-2.43131378,2.0850094329999997,NA,NA,1.798793462,1.798793462,1.798793462,1.798793462
HUN,GGNLEND,TOT,PC_GDP,A,2018,2.116167399,NA,FALSE,-2.116167399,NA,NA,NA,1.798793462,1.798793462,1.798793462,1.798793462
HUN,GGNLEND,TOT,PC_GDP,A,2019,2.073174526,E,FALSE,-2.073174526,NA,NA,NA,1.798793462,2.073174526,1.798793462,2.073174526
