LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,deficit_pc,Flag Codes
ITA,GGNLEND,TOT,PC_GDP,A,1995,-7.210269699,
ITA,GGNLEND,TOT,PC_GDP,A,1996,-6.614667349,
ITA,GGNLEND,TOT,PC_GDP,A,1997,-2.981625151,
ITA,GGNLEND,TOT,PC_GDP,A,1998,-2.988261643,
ITA,GGNLEND,TOT,PC_GDP,A,1999,-1.772795717,
ITA,GGNLEND,TOT,PC_GDP,A,2000,-2.42333366,
ITA,GGNLEND,TOT,PC_GDP,A,2001,-3.190309483,
ITA,GGNLEND,TOT,PC_GDP,A,2002,-2.869301584,
ITA,GGNLEND,TOT,PC_GDP,A,2003,-3.21762521,
ITA,GGNLEND,TOT,PC_GDP,A,2004,-3.478850032,
ITA,GGNLEND,TOT,PC_GDP,A,2005,-4.082522688,
ITA,GGNLEND,TOT,PC_GDP,A,2006,-3.616569678,
ITA,GGNLEND,TOT,PC_GDP,A,2007,-1.340256786,
ITA,GGNLEND,TOT,PC_GDP,A,2008,-2.563901532,
ITA,GGNLEND,TOT,PC_GDP,A,2009,-5.121045989,
ITA,GGNLEND,TOT,PC_GDP,A,2010,-4.239736448,
ITA,GGNLEND,TOT,PC_GDP,A,2011,-3.593012379,
ITA,GGNLEND,TOT,PC_GDP,A,2012,-2.945408548,
ITA,GGNLEND,TOT,PC_GDP,A,2013,-2.854252853,
ITA,GGNLEND,TOT,PC_GDP,A,2014,-2.954395634,
ITA,GGNLEND,TOT,PC_GDP,A,2015,-2.552201794,
ITA,GGNLEND,TOT,PC_GDP,A,2016,-2.403898886,
ITA,GGNLEND,TOT,PC_GDP,A,2017,-2.437877204,
ITA,GGNLEND,TOT,PC_GDP,A,2018,-2.201272896,
ITA,GGNLEND,TOT,PC_GDP,A,2019,-1.599717244,
JPN,GGNLEND,TOT,PC_GDP,A,2005,-4.410027382,
JPN,GGNLEND,TOT,PC_GDP,A,2006,-2.970792004,
JPN,GGNLEND,TOT,PC_GDP,A,2007,-2.756333505,
JPN,GGNLEND,TOT,PC_GDP,A,2008,-4.119426397,
JPN,GGNLEND,TOT,PC_GDP,A,2009,-9.776445809,
JPN,GGNLEND,TOT,PC_GDP,A,2010,-9.146026442,
JPN,GGNLEND,TOT,PC_GDP,A,2011,-9.088060137,
JPN,GGNLEND,TOT,PC_GDP,A,2012,-8.302515854,
JPN,GGNLEND,TOT,PC_GDP,A,2013,-7.64182524,
JPN,GGNLEND,TOT,PC_GDP,A,2014,-5.383010687,
JPN,GGNLEND,TOT,PC_GDP,A,2015,-3.55597514,
JPN,GGNLEND,TOT,PC_GDP,A,2016,-3.460151788,
JPN,GGNLEND,TOT,PC_GDP,A,2017,-2.905436076,
JPN,GGNLEND,TOT,PC_GDP,A,2018,-2.281798235,
KOR,GGNLEND,TOT,PC_GDP,A,1970,-0.007151541,
KOR,GGNLEND,TOT,PC_GDP,A,1971,-1.047120419,
KOR,GGNLEND,TOT,PC_GDP,A,1972,-2.507205286,
KOR,GGNLEND,TOT,PC_GDP,A,1973,-2.310350442,
KOR,GGNLEND,TOT,PC_GDP,A,1974,-1.740670462,
KOR,GGNLEND,TOT,PC_GDP,A,1975,-4.034675064,
KOR,GGNLEND,TOT,PC_GDP,A,1976,-1.101376375,
KOR,GGNLEND,TOT,PC_GDP,A,1977,-1.886275332,
KOR,GGNLEND,TOT,PC_GDP,A,1978,-0.36096921,
KOR,GGNLEND,TOT,PC_GDP,A,1979,-0.194122022,
KOR,GGNLEND,TOT,PC_GDP,A,1980,-1.338951947,
KOR,GGNLEND,TOT,PC_GDP,A,1981,-3.58064659,
KOR,GGNLEND,TOT,PC_GDP,A,1982,-0.69457779,
KOR,GGNLEND,TOT,PC_GDP,A,1983,0.706961359,
KOR,GGNLEND,TOT,PC_GDP,A,1984,1.166159613,
KOR,GGNLEND,TOT,PC_GDP,A,1985,0.647341362,
KOR,GGNLEND,TOT,PC_GDP,A,1986,1.101316881,
KOR,GGNLEND,TOT,PC_GDP,A,1987,2.056651805,
KOR,GGNLEND,TOT,PC_GDP,A,1988,2.619684139,
KOR,GGNLEND,TOT,PC_GDP,A,1989,2.123016759,
KOR,GGNLEND,TOT,PC_GDP,A,1990,2.48294493,
KOR,GGNLEND,TOT,PC_GDP,A,1991,1.034719819,
KOR,GGNLEND,TOT,PC_GDP,A,1992,0.904839937,
KOR,GGNLEND,TOT,PC_GDP,A,1993,1.404778773,
KOR,GGNLEND,TOT,PC_GDP,A,1994,2.515453965,
KOR,GGNLEND,TOT,PC_GDP,A,1995,2.788149261,
KOR,GGNLEND,TOT,PC_GDP,A,1996,3.034567116,
KOR,GGNLEND,TOT,PC_GDP,A,1997,2.311117786,
KOR,GGNLEND,TOT,PC_GDP,A,1998,0.251798487,
KOR,GGNLEND,TOT,PC_GDP,A,1999,1.402647379,
KOR,GGNLEND,TOT,PC_GDP,A,2000,4.166600167,
KOR,GGNLEND,TOT,PC_GDP,A,2001,2.907154282,
KOR,GGNLEND,TOT,PC_GDP,A,2002,3.111254626,
KOR,GGNLEND,TOT,PC_GDP,A,2003,-2.133024428,
KOR,GGNLEND,TOT,PC_GDP,A,2004,-0.077968894,
KOR,GGNLEND,TOT,PC_GDP,A,2005,1.351823045,
KOR,GGNLEND,TOT,PC_GDP,A,2006,1.969050364,
KOR,GGNLEND,TOT,PC_GDP,A,2007,3.957316235,
KOR,GGNLEND,TOT,PC_GDP,A,2008,2.131281263,
KOR,GGNLEND,TOT,PC_GDP,A,2009,-1.276212665,
KOR,GGNLEND,TOT,PC_GDP,A,2010,0.882973016,
KOR,GGNLEND,TOT,PC_GDP,A,2011,0.983334596,
KOR,GGNLEND,TOT,PC_GDP,A,2012,1.01793514,
KOR,GGNLEND,TOT,PC_GDP,A,2013,1.283412505,
KOR,GGNLEND,TOT,PC_GDP,A,2014,1.212320023,
KOR,GGNLEND,TOT,PC_GDP,A,2015,1.180413703,
KOR,GGNLEND,TOT,PC_GDP,A,2016,2.209188343,
KOR,GGNLEND,TOT,PC_GDP,A,2017,2.681835173,
KOR,GGNLEND,TOT,PC_GDP,A,2018,3.024872186,
KOR,GGNLEND,TOT,PC_GDP,A,2019,0.935837759,E
LUX,GGNLEND,TOT,PC_GDP,A,1995,2.583028136,
LUX,GGNLEND,TOT,PC_GDP,A,1996,2.226063772,
LUX,GGNLEND,TOT,PC_GDP,A,1997,2.476846772,
LUX,GGNLEND,TOT,PC_GDP,A,1998,2.839051229,
LUX,GGNLEND,TOT,PC_GDP,A,1999,3.07077068,
LUX,GGNLEND,TOT,PC_GDP,A,2000,5.528409207,
LUX,GGNLEND,TOT,PC_GDP,A,2001,5.648073699,
LUX,GGNLEND,TOT,PC_GDP,A,2002,2.023714543,
LUX,GGNLEND,TOT,PC_GDP,A,2003,0.275473696,
LUX,GGNLEND,TOT,PC_GDP,A,2004,-1.405061172,
LUX,GGNLEND,TOT,PC_GDP,A,2005,-0.212768582,
LUX,GGNLEND,TOT,PC_GDP,A,2006,1.924676116,
LUX,GGNLEND,TOT,PC_GDP,A,2007,4.406325848,
LUX,GGNLEND,TOT,PC_GDP,A,2008,3.531446198,
LUX,GGNLEND,TOT,PC_GDP,A,2009,-0.227580891,
LUX,GGNLEND,TOT,PC_GDP,A,2010,-0.274646765,
LUX,GGNLEND,TOT,PC_GDP,A,2011,0.665837285,
LUX,GGNLEND,TOT,PC_GDP,A,2012,0.53193178,
LUX,GGNLEND,TOT,PC_GDP,A,2013,0.883168043,
LUX,GGNLEND,TOT,PC_GDP,A,2014,1.374491585,
LUX,GGNLEND,TOT,PC_GDP,A,2015,1.298369805,
LUX,GGNLEND,TOT,PC_GDP,A,2016,1.922283156,
LUX,GGNLEND,TOT,PC_GDP,A,2017,1.302868685,
LUX,GGNLEND,TOT,PC_GDP,A,2018,3.066282089,
LUX,GGNLEND,TOT,PC_GDP,A,2019,2.428893994,
MEX,GGNLEND,TOT,PC_GDP,A,2003,-1.322524523,
MEX,GGNLEND,TOT,PC_GDP,A,2004,-0.852517168,
MEX,GGNLEND,TOT,PC_GDP,A,2005,-0.7211861,
MEX,GGNLEND,TOT,PC_GDP,A,2006,-0.970872525,
MEX,GGNLEND,TOT,PC_GDP,A,2007,-0.710616285,
MEX,GGNLEND,TOT,PC_GDP,A,2008,-0.934756041,
MEX,GGNLEND,TOT,PC_GDP,A,2009,-3.080388031,
MEX,GGNLEND,TOT,PC_GDP,A,2010,-2.971550405,
MEX,GGNLEND,TOT,PC_GDP,A,2011,-5.297192473,
MEX,GGNLEND,TOT,PC_GDP,A,2012,-4.726903696,
MEX,GGNLEND,TOT,PC_GDP,A,2013,-4.546888381,
MEX,GGNLEND,TOT,PC_GDP,A,2014,-4.223019819,
MEX,GGNLEND,TOT,PC_GDP,A,2015,-5.167653418,
MEX,GGNLEND,TOT,PC_GDP,A,2016,-2.882406763,
MEX,GGNLEND,TOT,PC_GDP,A,2017,-2.508149398,
MEX,GGNLEND,TOT,PC_GDP,A,2018,-5.103801028,E
MEX,GGNLEND,TOT,PC_GDP,A,2019,-4.322036172,E
NLD,GGNLEND,TOT,PC_GDP,A,1995,-8.731683189,
NLD,GGNLEND,TOT,PC_GDP,A,1996,-1.822850925,
NLD,GGNLEND,TOT,PC_GDP,A,1997,-1.582729524,
NLD,GGNLEND,TOT,PC_GDP,A,1998,-1.353808697,
NLD,GGNLEND,TOT,PC_GDP,A,1999,0.253421669,
NLD,GGNLEND,TOT,PC_GDP,A,2000,1.165468676,
NLD,GGNLEND,TOT,PC_GDP,A,2001,-0.475636101,
NLD,GGNLEND,TOT,PC_GDP,A,2002,-2.129158294,
NLD,GGNLEND,TOT,PC_GDP,A,2003,-3.142294417,
NLD,GGNLEND,TOT,PC_GDP,A,2004,-1.825289163,
NLD,GGNLEND,TOT,PC_GDP,A,2005,-0.39645442,
NLD,GGNLEND,TOT,PC_GDP,A,2006,0.099393375,
NLD,GGNLEND,TOT,PC_GDP,A,2007,-0.091897217,
NLD,GGNLEND,TOT,PC_GDP,A,2008,0.201329423,
NLD,GGNLEND,TOT,PC_GDP,A,2009,-5.086245803,
NLD,GGNLEND,TOT,PC_GDP,A,2010,-5.246195558,
NLD,GGNLEND,TOT,PC_GDP,A,2011,-4.426939583,
NLD,GGNLEND,TOT,PC_GDP,A,2012,-3.918427606,
NLD,GGNLEND,TOT,PC_GDP,A,2013,-2.928703046,
NLD,GGNLEND,TOT,PC_GDP,A,2014,-2.152004289,
NLD,GGNLEND,TOT,PC_GDP,A,2015,-2.024614207,
NLD,GGNLEND,TOT,PC_GDP,A,2016,0.020894009,
NLD,GGNLEND,TOT,PC_GDP,A,2017,1.2601843,
NLD,GGNLEND,TOT,PC_GDP,A,2018,1.370953259,
NLD,GGNLEND,TOT,PC_GDP,A,2019,1.71885857,E
NOR,GGNLEND,TOT,PC_GDP,A,1995,3.142332667,
NOR,GGNLEND,TOT,PC_GDP,A,1996,6.165613575,
NOR,GGNLEND,TOT,PC_GDP,A,1997,7.460003154,
NOR,GGNLEND,TOT,PC_GDP,A,1998,3.183089776,
NOR,GGNLEND,TOT,PC_GDP,A,1999,5.81019508,
NOR,GGNLEND,TOT,PC_GDP,A,2000,15.06485511,
NOR,GGNLEND,TOT,PC_GDP,A,2001,13.20764607,
NOR,GGNLEND,TOT,PC_GDP,A,2002,9.040656594,
NOR,GGNLEND,TOT,PC_GDP,A,2003,7.21152778,
NOR,GGNLEND,TOT,PC_GDP,A,2004,10.85635607,
NOR,GGNLEND,TOT,PC_GDP,A,2005,14.76366429,
NOR,GGNLEND,TOT,PC_GDP,A,2006,17.93764159,
NOR,GGNLEND,TOT,PC_GDP,A,2007,17.09533724,
NOR,GGNLEND,TOT,PC_GDP,A,2008,18.6327668,
NOR,GGNLEND,TOT,PC_GDP,A,2009,10.2394048,
NOR,GGNLEND,TOT,PC_GDP,A,2010,10.92272019,
NOR,GGNLEND,TOT,PC_GDP,A,2011,13.34841799,
NOR,GGNLEND,TOT,PC_GDP,A,2012,13.76254068,
NOR,GGNLEND,TOT,PC_GDP,A,2013,10.66825474,
NOR,GGNLEND,TOT,PC_GDP,A,2014,8.622987544,
NOR,GGNLEND,TOT,PC_GDP,A,2015,6.022368448,
NOR,GGNLEND,TOT,PC_GDP,A,2016,4.059457457,
NOR,GGNLEND,TOT,PC_GDP,A,2017,5.002151496,
NOR,GGNLEND,TOT,PC_GDP,A,2018,7.867047469,
NOR,GGNLEND,TOT,PC_GDP,A,2019,6.474170573,
POL,GGNLEND,TOT,PC_GDP,A,1995,-4.19231438,
POL,GGNLEND,TOT,PC_GDP,A,1996,-4.591140943,
POL,GGNLEND,TOT,PC_GDP,A,1997,-4.561580766,
POL,GGNLEND,TOT,PC_GDP,A,1998,-4.173756348,
POL,GGNLEND,TOT,PC_GDP,A,1999,-2.253272649,
POL,GGNLEND,TOT,PC_GDP,A,2000,-3.994345897,
POL,GGNLEND,TOT,PC_GDP,A,2001,-4.741359456,
POL,GGNLEND,TOT,PC_GDP,A,2002,-4.817572709,
POL,GGNLEND,TOT,PC_GDP,A,2003,-6.036106862,
POL,GGNLEND,TOT,PC_GDP,A,2004,-5.007657345,
POL,GGNLEND,TOT,PC_GDP,A,2005,-3.938305756,
POL,GGNLEND,TOT,PC_GDP,A,2006,-3.539452288,
POL,GGNLEND,TOT,PC_GDP,A,2007,-1.882513634,
POL,GGNLEND,TOT,PC_GDP,A,2008,-3.60610188,
POL,GGNLEND,TOT,PC_GDP,A,2009,-7.252054445,
POL,GGNLEND,TOT,PC_GDP,A,2010,-7.40086699,
POL,GGNLEND,TOT,PC_GDP,A,2011,-4.967254453,
POL,GGNLEND,TOT,PC_GDP,A,2012,-3.790772938,
POL,GGNLEND,TOT,PC_GDP,A,2013,-4.225116049,
POL,GGNLEND,TOT,PC_GDP,A,2014,-3.645767056,
POL,GGNLEND,TOT,PC_GDP,A,2015,-2.59622944,
POL,GGNLEND,TOT,PC_GDP,A,2016,-2.385849754,
POL,GGNLEND,TOT,PC_GDP,A,2017,-1.486605673,
POL,GGNLEND,TOT,PC_GDP,A,2018,-0.241662366,
POL,GGNLEND,TOT,PC_GDP,A,2019,-0.694266564,
PRT,GGNLEND,TOT,PC_GDP,A,1995,-5.178677669,
PRT,GGNLEND,TOT,PC_GDP,A,1996,-4.737658319,
PRT,GGNLEND,TOT,PC_GDP,A,1997,-3.705603856,
PRT,GGNLEND,TOT,PC_GDP,A,1998,-4.387541677,
PRT,GGNLEND,TOT,PC_GDP,A,1999,-3.031496496,
PRT,GGNLEND,TOT,PC_GDP,A,2000,-3.21620204,
PRT,GGNLEND,TOT,PC_GDP,A,2001,-4.789866005,
PRT,GGNLEND,TOT,PC_GDP,A,2002,-3.33438222,
PRT,GGNLEND,TOT,PC_GDP,A,2003,-5.656042413,
PRT,GGNLEND,TOT,PC_GDP,A,2004,-6.183557096,
PRT,GGNLEND,TOT,PC_GDP,A,2005,-6.130316138,
PRT,GGNLEND,TOT,PC_GDP,A,2006,-4.180492237,
PRT,GGNLEND,TOT,PC_GDP,A,2007,-2.8992235,
PRT,GGNLEND,TOT,PC_GDP,A,2008,-3.699582979,
PRT,GGNLEND,TOT,PC_GDP,A,2009,-9.872565135,
PRT,GGNLEND,TOT,PC_GDP,A,2010,-11.39839386,
PRT,GGNLEND,TOT,PC_GDP,A,2011,-7.663220571,
PRT,GGNLEND,TOT,PC_GDP,A,2012,-6.179764008,
PRT,GGNLEND,TOT,PC_GDP,A,2013,-5.104508874,
PRT,GGNLEND,TOT,PC_GDP,A,2014,-7.356021664,
PRT,GGNLEND,TOT,PC_GDP,A,2015,-4.448783297,
PRT,GGNLEND,TOT,PC_GDP,A,2016,-1.935022962,
PRT,GGNLEND,TOT,PC_GDP,A,2017,-2.956015073,
PRT,GGNLEND,TOT,PC_GDP,A,2018,-0.348984603,
PRT,GGNLEND,TOT,PC_GDP,A,2019,0.082712591,E
SVK,GGNLEND,TOT,PC_GDP,A,1995,-3.473189006,
SVK,GGNLEND,TOT,PC_GDP,A,1996,-9.815659832,
SVK,GGNLEND,TOT,PC_GDP,A,1997,-6.266123015,
SVK,GGNLEND,TOT,PC_GDP,A,1998,-5.296969505,
SVK,GGNLEND,TOT,PC_GDP,A,1999,-7.173112811,
SVK,GGNLEND,TOT,PC_GDP,A,2000,-12.6309704,
SVK,GGNLEND,TOT,PC_GDP,A,2001,-7.220462319,
SVK,GGNLEND,TOT,PC_GDP,A,2002,-8.220629797,
SVK,GGNLEND,TOT,PC_GDP,A,2003,-3.120192052,
SVK,GGNLEND,TOT,PC_GDP,A,2004,-2.316286414,
SVK,GGNLEND,TOT,PC_GDP,A,2005,-2.874340724,
SVK,GGNLEND,TOT,PC_GDP,A,2006,-3.578475881,
SVK,GGNLEND,TOT,PC_GDP,A,2007,-2.050366168,
SVK,GGNLEND,TOT,PC_GDP,A,2008,-2.523424005,
SVK,GGNLEND,TOT,PC_GDP,A,2009,-8.149337242,
SVK,GGNLEND,TOT,PC_GDP,A,2010,-7.536004671,
SVK,GGNLEND,TOT,PC_GDP,A,2011,-4.332545085,
SVK,GGNLEND,TOT,PC_GDP,A,2012,-4.356202781,
SVK,GGNLEND,TOT,PC_GDP,A,2013,-2.879604633,
SVK,GGNLEND,TOT,PC_GDP,A,2014,-3.107481639,
SVK,GGNLEND,TOT,PC_GDP,A,2015,-2.677002898,
SVK,GGNLEND,TOT,PC_GDP,A,2016,-2.581223081,
SVK,GGNLEND,TOT,PC_GDP,A,2017,-0.936010283,
SVK,GGNLEND,TOT,PC_GDP,A,2018,-0.990307792,
SVK,GGNLEND,TOT,PC_GDP,A,2019,-1.351736651,
ESP,GGNLEND,TOT,PC_GDP,A,1995,-6.788496444,
ESP,GGNLEND,TOT,PC_GDP,A,1996,-5.862801332,
ESP,GGNLEND,TOT,PC_GDP,A,1997,-3.856967886,
ESP,GGNLEND,TOT,PC_GDP,A,1998,-2.624853191,
ESP,GGNLEND,TOT,PC_GDP,A,1999,-1.239166525,
ESP,GGNLEND,TOT,PC_GDP,A,2000,-1.16076073,
ESP,GGNLEND,TOT,PC_GDP,A,2001,-0.454926083,
ESP,GGNLEND,TOT,PC_GDP,A,2002,-0.316722522,
ESP,GGNLEND,TOT,PC_GDP,A,2003,-0.375062635,
ESP,GGNLEND,TOT,PC_GDP,A,2004,-0.109490283,
ESP,GGNLEND,TOT,PC_GDP,A,2005,1.231564543,
ESP,GGNLEND,TOT,PC_GDP,A,2006,2.124079644,
ESP,GGNLEND,TOT,PC_GDP,A,2007,1.88621705,
ESP,GGNLEND,TOT,PC_GDP,A,2008,-4.572251048,
ESP,GGNLEND,TOT,PC_GDP,A,2009,-11.27591944,
ESP,GGNLEND,TOT,PC_GDP,A,2010,-9.526628377,
ESP,GGNLEND,TOT,PC_GDP,A,2011,-9.739575451,
ESP,GGNLEND,TOT,PC_GDP,A,2012,-10.73572955,
ESP,GGNLEND,TOT,PC_GDP,A,2013,-7.035932839,
ESP,GGNLEND,TOT,PC_GDP,A,2014,-5.915373422,
ESP,GGNLEND,TOT,PC_GDP,A,2015,-5.176922577,
ESP,GGNLEND,TOT,PC_GDP,A,2016,-4.305196438,
ESP,GGNLEND,TOT,PC_GDP,A,2017,-3.02427042,
ESP,GGNLEND,TOT,PC_GDP,A,2018,-2.482891714,E
ESP,GGNLEND,TOT,PC_GDP,A,2019,-2.862933935,E
SWE,GGNLEND,TOT,PC_GDP,A,1995,-6.973142582,
SWE,GGNLEND,TOT,PC_GDP,A,1996,-3.091031949,
SWE,GGNLEND,TOT,PC_GDP,A,1997,-1.54972307,
SWE,GGNLEND,TOT,PC_GDP,A,1998,0.845833885,
SWE,GGNLEND,TOT,PC_GDP,A,1999,0.633121572,
SWE,GGNLEND,TOT,PC_GDP,A,2000,3.136389703,
SWE,GGNLEND,TOT,PC_GDP,A,2001,1.408378136,
SWE,GGNLEND,TOT,PC_GDP,A,2002,-1.423526442,
SWE,GGNLEND,TOT,PC_GDP,A,2003,-1.236965754,
SWE,GGNLEND,TOT,PC_GDP,A,2004,0.348845344,
SWE,GGNLEND,TOT,PC_GDP,A,2005,1.829152003,
SWE,GGNLEND,TOT,PC_GDP,A,2006,2.22900065,
SWE,GGNLEND,TOT,PC_GDP,A,2007,3.32833576,
SWE,GGNLEND,TOT,PC_GDP,A,2008,1.900562473,
SWE,GGNLEND,TOT,PC_GDP,A,2009,-0.717324216,
SWE,GGNLEND,TOT,PC_GDP,A,2010,-0.045556544,
SWE,GGNLEND,TOT,PC_GDP,A,2011,-0.233240922,
SWE,GGNLEND,TOT,PC_GDP,A,2012,-1.012640372,
SWE,GGNLEND,TOT,PC_GDP,A,2013,-1.399047943,
SWE,GGNLEND,TOT,PC_GDP,A,2014,-1.526223912,
SWE,GGNLEND,TOT,PC_GDP,A,2015,0.002135915,
SWE,GGNLEND,TOT,PC_GDP,A,2016,1.005587503,
SWE,GGNLEND,TOT,PC_GDP,A,2017,1.402760679,
SWE,GGNLEND,TOT,PC_GDP,A,2018,0.826873856,
SWE,GGNLEND,TOT,PC_GDP,A,2019,0.648151078,
CHE,GGNLEND,TOT,PC_GDP,A,1995,-1.857393762,
CHE,GGNLEND,TOT,PC_GDP,A,1996,-2.012582719,
CHE,GGNLEND,TOT,PC_GDP,A,1997,-2.33062939,
CHE,GGNLEND,TOT,PC_GDP,A,1998,-1.303451839,
CHE,GGNLEND,TOT,PC_GDP,A,1999,-1.56724193,
CHE,GGNLEND,TOT,PC_GDP,A,2000,0.281337705,
CHE,GGNLEND,TOT,PC_GDP,A,2001,0.207109829,
CHE,GGNLEND,TOT,PC_GDP,A,2002,-1.742044664,
CHE,GGNLEND,TOT,PC_GDP,A,2003,-1.355406816,
CHE,GGNLEND,TOT,PC_GDP,A,2004,-1.385681559,
CHE,GGNLEND,TOT,PC_GDP,A,2005,-0.642358304,
CHE,GGNLEND,TOT,PC_GDP,A,2006,0.84237831,
CHE,GGNLEND,TOT,PC_GDP,A,2007,1.566959436,
CHE,GGNLEND,TOT,PC_GDP,A,2008,1.923308689,
CHE,GGNLEND,TOT,PC_GDP,A,2009,0.494047129,
CHE,GGNLEND,TOT,PC_GDP,A,2010,0.351226974,
CHE,GGNLEND,TOT,PC_GDP,A,2011,0.677588573,
CHE,GGNLEND,TOT,PC_GDP,A,2012,0.23329822,
CHE,GGNLEND,TOT,PC_GDP,A,2013,-0.428613531,
CHE,GGNLEND,TOT,PC_GDP,A,2014,-0.244464253,
CHE,GGNLEND,TOT,PC_GDP,A,2015,0.539275976,
CHE,GGNLEND,TOT,PC_GDP,A,2016,0.235573891,
CHE,GGNLEND,TOT,PC_GDP,A,2017,1.115523358,
CHE,GGNLEND,TOT,PC_GDP,A,2018,1.264303178,
CHE,GGNLEND,TOT,PC_GDP,A,2019,1.420612536,
TUR,GGNLEND,TOT,PC_GDP,A,2009,-6.126543459,
TUR,GGNLEND,TOT,PC_GDP,A,2010,-2.666836576,
TUR,GGNLEND,TOT,PC_GDP,A,2011,-0.736199995,
TUR,GGNLEND,TOT,PC_GDP,A,2012,-0.187053315,
TUR,GGNLEND,TOT,PC_GDP,A,2013,0.203597868,
TUR,GGNLEND,TOT,PC_GDP,A,2014,0.243254616,
TUR,GGNLEND,TOT,PC_GDP,A,2015,0.643112143,
TUR,GGNLEND,TOT,PC_GDP,A,2016,-1.110055987,
TUR,GGNLEND,TOT,PC_GDP,A,2017,-2.783809458,
TUR,GGNLEND,TOT,PC_GDP,A,2018,-2.799638059,
GBR,GGNLEND,TOT,PC_GDP,A,1990,-1.740696766,
GBR,GGNLEND,TOT,PC_GDP,A,1991,-2.967130991,
GBR,GGNLEND,TOT,PC_GDP,A,1992,-6.100540042,
GBR,GGNLEND,TOT,PC_GDP,A,1993,-7.428779739,
GBR,GGNLEND,TOT,PC_GDP,A,1994,-6.39066769,
GBR,GGNLEND,TOT,PC_GDP,A,1995,-5.159136701,
GBR,GGNLEND,TOT,PC_GDP,A,1996,-3.720081784,
GBR,GGNLEND,TOT,PC_GDP,A,1997,-2.061255582,
GBR,GGNLEND,TOT,PC_GDP,A,1998,-0.307045296,
GBR,GGNLEND,TOT,PC_GDP,A,1999,0.632362333,
GBR,GGNLEND,TOT,PC_GDP,A,2000,1.355963135,
GBR,GGNLEND,TOT,PC_GDP,A,2001,0.234808389,
GBR,GGNLEND,TOT,PC_GDP,A,2002,-1.875519399,
GBR,GGNLEND,TOT,PC_GDP,A,2003,-3.111874974,
GBR,GGNLEND,TOT,PC_GDP,A,2004,-3.054516308,
GBR,GGNLEND,TOT,PC_GDP,A,2005,-3.128342515,
GBR,GGNLEND,TOT,PC_GDP,A,2006,-2.7564069,
GBR,GGNLEND,TOT,PC_GDP,A,2007,-2.643968475,
GBR,GGNLEND,TOT,PC_GDP,A,2008,-5.125659191,
GBR,GGNLEND,TOT,PC_GDP,A,2009,-10.04143976,
GBR,GGNLEND,TOT,PC_GDP,A,2010,-9.230791263,
GBR,GGNLEND,TOT,PC_GDP,A,2011,-7.477858808,
GBR,GGNLEND,TOT,PC_GDP,A,2012,-8.131933613,
GBR,GGNLEND,TOT,PC_GDP,A,2013,-5.50261299,
GBR,GGNLEND,TOT,PC_GDP,A,2014,-5.531806627,
GBR,GGNLEND,TOT,PC_GDP,A,2015,-4.545276955,
GBR,GGNLEND,TOT,PC_GDP,A,2016,-3.278969596,
GBR,GGNLEND,TOT,PC_GDP,A,2017,-2.422130777,
GBR,GGNLEND,TOT,PC_GDP,A,2018,-2.237332103,
GBR,GGNLEND,TOT,PC_GDP,A,2019,-2.319835043,
USA,GGNLEND,TOT,PC_GDP,A,1970,-4.433306345,
USA,GGNLEND,TOT,PC_GDP,A,1971,-5.277890716,
USA,GGNLEND,TOT,PC_GDP,A,1972,-4.000468294,
USA,GGNLEND,TOT,PC_GDP,A,1973,-2.741609933,
USA,GGNLEND,TOT,PC_GDP,A,1974,-3.328153565,
USA,GGNLEND,TOT,PC_GDP,A,1975,-7.261236842,
USA,GGNLEND,TOT,PC_GDP,A,1976,-5.245705163,
USA,GGNLEND,TOT,PC_GDP,A,1977,-3.969543084,
USA,GGNLEND,TOT,PC_GDP,A,1978,-3.123122607,
USA,GGNLEND,TOT,PC_GDP,A,1979,-2.621483983,
USA,GGNLEND,TOT,PC_GDP,A,1980,-4.048494964,
USA,GGNLEND,TOT,PC_GDP,A,1981,-3.615725956,
USA,GGNLEND,TOT,PC_GDP,A,1982,-6.212980544,
USA,GGNLEND,TOT,PC_GDP,A,1983,-6.943707798,
USA,GGNLEND,TOT,PC_GDP,A,1984,-5.831847678,
USA,GGNLEND,TOT,PC_GDP,A,1985,-5.987676363,
USA,GGNLEND,TOT,PC_GDP,A,1986,-6.181641709,
USA,GGNLEND,TOT,PC_GDP,A,1987,-5.173812282,
USA,GGNLEND,TOT,PC_GDP,A,1988,-4.517144288,
USA,GGNLEND,TOT,PC_GDP,A,1989,-4.301633053,
USA,GGNLEND,TOT,PC_GDP,A,1990,-5.240791603,
USA,GGNLEND,TOT,PC_GDP,A,1991,-6.126523007,
USA,GGNLEND,TOT,PC_GDP,A,1992,-7.146331925,
USA,GGNLEND,TOT,PC_GDP,A,1993,-6.32803567,
USA,GGNLEND,TOT,PC_GDP,A,1994,-4.994490915,
USA,GGNLEND,TOT,PC_GDP,A,1995,-4.643077934,
USA,GGNLEND,TOT,PC_GDP,A,1996,-3.499334334,
USA,GGNLEND,TOT,PC_GDP,A,1997,-2.073761022,
USA,GGNLEND,TOT,PC_GDP,A,1998,-0.910456098,
USA,GGNLEND,TOT,PC_GDP,A,1999,-0.482233466,
USA,GGNLEND,TOT,PC_GDP,A,2000,0.335522491,
USA,GGNLEND,TOT,PC_GDP,A,2001,-1.847437237,
